2841740,1488,2615,3036,3109,2289,2392,2008,1385,46,0,0,12,30,11,2,26,3,7,15,12,11,20,15,9,9,20,7,9,18586
2841715,1376,2316,2613,2690,2007,2150,1810,1249,40,0,0,6,15,10,11,24,5,23,22,19,24,32,27,16,21,17,14,12,16549
2841681,1317,2206,2515,2604,1945,2081,1744,1192,38,0,0,5,17,11,12,27,7,13,39,18,16,31,33,17,31,18,19,23,15979
2870474,0,0,0,0,0,0,0,0,0,0,0,35,150,138,150,108,140,193,359,253,208,195,142,152,97,100,135,143,2698
2870546,0,0,0,0,0,0,0,0,0,0,0,50,182,138,194,127,161,212,421,323,259,222,185,206,160,125,199,186,3350
2870358,0,0,0,0,0,0,0,0,0,0,0,5,28,36,22,35,51,28,64,69,64,52,83,52,62,59,41,61,812
2870401,0,0,0,0,0,0,0,0,0,0,0,17,120,149,136,166,131,133,137,216,212,175,212,127,222,239,210,397,2999
2870089,0,0,0,0,0,0,0,0,0,0,0,0,12,20,11,13,17,9,21,31,17,12,20,16,20,34,24,28,305
2870156,0,0,0,0,0,0,0,0,0,0,2,4,27,40,36,38,37,27,44,44,36,55,90,42,56,48,43,63,732
2869878,0,0,0,0,0,0,0,0,0,0,0,23,60,86,65,55,63,43,132,209,247,198,209,153,115,60,56,73,1847
2870079,0,0,0,0,0,0,0,3,2,0,6,4,22,26,7,7,13,20,28,23,17,27,34,21,22,63,67,50,462
2837888,4602,3498,3286,2517,1792,1569,2157,2309,63,0,0,30,165,163,204,198,338,297,479,512,366,391,319,324,242,229,242,297,26589
2870056,0,0,0,0,0,0,0,33,12,19,4,13,72,81,105,64,154,113,158,214,144,397,136,120,94,124,246,192,2495
2869976,0,0,0,0,0,3,3,8,0,1,2,4,49,46,23,22,18,27,47,58,45,56,62,66,51,49,54,31,725
2869983,0,0,0,0,0,0,0,0,0,0,0,0,9,17,8,13,10,17,13,40,29,20,35,22,30,19,35,30,347
2869817,0,0,0,1,0,0,0,0,0,0,0,26,205,240,211,265,245,302,522,497,494,428,515,469,496,624,595,516,6651
